hcp_id,prediction_date,candidate_channel,email_freq,email_success_rate,email_recency_days,email_has_history,webinar_freq,webinar_success_rate,webinar_recency_days,webinar_has_history,rep_visit_freq,rep_visit_success_rate,rep_visit_recency_days,rep_visit_has_history,digital_ad_freq,digital_ad_success_rate,digital_ad_recency_days,digital_ad_has_history,phone_call_freq,phone_call_success_rate,phone_call_recency_days,phone_call_has_history,channel_diversity,specialty,segment,territory,practice_type,account_tenure,opt_out_flag,channel_preference,success_probability,rank_in_hcp,recommendation_tier
115,2026-01-03 17:00:00,phone_call,4,0.0,32.0,1,4,0.0,11.0,1,5,0.2,45.0,1,2,0.0,24.0,1,9,0.4444444444444444,38.0,1,5,cardiology,medium_value,TERR_26,private_practice,2.4,False,Digital-Heavy,0.1886,1,Secondary
115,2026-01-03 17:00:00,webinar,4,0.0,32.0,1,4,0.0,11.0,1,5,0.2,45.0,1,2,0.0,24.0,1,9,0.4444444444444444,38.0,1,5,cardiology,medium_value,TERR_26,private_practice,2.4,False,Digital-Heavy,0.1791,2,Supporting
115,2026-01-03 17:00:00,email,4,0.0,32.0,1,4,0.0,11.0,1,5,0.2,45.0,1,2,0.0,24.0,1,9,0.4444444444444444,38.0,1,5,cardiology,medium_value,TERR_26,private_practice,2.4,False,Digital-Heavy,0.1118,3,Other
115,2026-01-03 17:00:00,digital_ad,4,0.0,32.0,1,4,0.0,11.0,1,5,0.2,45.0,1,2,0.0,24.0,1,9,0.4444444444444444,38.0,1,5,cardiology,medium_value,TERR_26,private_practice,2.4,False,Digital-Heavy,0.0742,4,Other
116,2026-01-03 17:00:00,rep_visit,5,0.2,60.0,1,6,0.16666666666666666,37.0,1,2,0.5,155.0,1,12,0.08333333333333333,32.0,1,3,0.0,44.0,1,5,oncology,high_value,TERR_07,cancer_center,0.5,False,In-Person-Heavy,0.347,0,Primary
116,2026-01-03 17:00:00,webinar,5,0.2,60.0,1,6,0.16666666666666666,37.0,1,2,0.5,155.0,1,12,0.08333333333333333,32.0,1,3,0.0,44.0,1,5,oncology,high_value,TERR_07,cancer_center,0.5,False,In-Person-Heavy,0.1831,1,Secondary
116,2026-01-03 17:00:00,email,5,0.2,60.0,1,6,0.16666666666666666,37.0,1,2,0.5,155.0,1,12,0.08333333333333333,32.0,1,3,0.0,44.0,1,5,oncology,high_value,TERR_07,cancer_center,0.5,False,In-Person-Heavy,0.151,2,Supporting
116,2026-01-03 17:00:00,phone_call,5,0.2,60.0,1,6,0.16666666666666666,37.0,1,2,0.5,155.0,1,12,0.08333333333333333,32.0,1,3,0.0,44.0,1,5,oncology,high_value,TERR_07,cancer_center,0.5,False,In-Person-Heavy,0.1502,3,Other
116,2026-01-03 17:00:00,digital_ad,5,0.2,60.0,1,6,0.16666666666666666,37.0,1,2,0.5,155.0,1,12,0.08333333333333333,32.0,1,3,0.0,44.0,1,5,oncology,high_value,TERR_07,cancer_center,0.5,False,In-Person-Heavy,0.0959,4,Other
117,2026-01-03 17:00:00,rep_visit,6,0.6666666666666666,19.0,1,5,0.0,10.0,1,3,0.3333333333333333,5.0,1,8,0.0,72.0,1,3,0.3333333333333333,38.0,1,5,cardiology,medium_value,TERR_15,hospital,7.5,False,In-Person-Heavy,0.2256,0,Primary
117,2026-01-03 17:00:00,phone_call,6,0.6666666666666666,19.0,1,5,0.0,10.0,1,3,0.3333333333333333,5.0,1,8,0.0,72.0,1,3,0.3333333333333333,38.0,1,5,cardiology,medium_value,TERR_15,hospital,7.5,False,In-Person-Heavy,0.1406,1,Secondary
117,2026-01-03 17:00:00,webinar,6,0.6666666666666666,19.0,1,5,0.0,10.0,1,3,0.3333333333333333,5.0,1,8,0.0,72.0,1,3,0.3333333333333333,38.0,1,5,cardiology,medium_value,TERR_15,hospital,7.5,False,In-Person-Heavy,0.1391,2,Supporting
117,2026-01-03 17:00:00,email,6,0.6666666666666666,19.0,1,5,0.0,10.0,1,3,0.3333333333333333,5.0,1,8,0.0,72.0,1,3,0.3333333333333333,38.0,1,5,cardiology,medium_value,TERR_15,hospital,7.5,False,In-Person-Heavy,0.1236,3,Other
117,2026-01-03 17:00:00,digital_ad,6,0.6666666666666666,19.0,1,5,0.0,10.0,1,3,0.3333333333333333,5.0,1,8,0.0,72.0,1,3,0.3333333333333333,38.0,1,5,cardiology,medium_value,TERR_15,hospital,7.5,False,In-Person-Heavy,0.0813,4,Other
118,2026-01-03 17:00:00,rep_visit,1,0.0,351.0,1,4,0.25,53.0,1,10,0.4,18.0,1,1,1.0,23.0,1,6,0.5,9.0,1,5,dermatology,low_value,TERR_17,private_practice,0.5,False,In-Person-Heavy,0.4691,0,Primary
118,2026-01-03 17:00:00,phone_call,1,0.0,351.0,1,4,0.25,53.0,1,10,0.4,18.0,1,1,1.0,23.0,1,6,0.5,9.0,1,5,dermatology,low_value,TERR_17,private_practice,0.5,False,In-Person-Heavy,0.2856,1,Secondary
118,2026-01-03 17:00:00,webinar,1,0.0,351.0,1,4,0.25,53.0,1,10,0.4,18.0,1,1,1.0,23.0,1,6,0.5,9.0,1,5,dermatology,low_value,TERR_17,private_practice,0.5,False,In-Person-Heavy,0.2515,2,Supporting
118,2026-01-03 17:00:00,email,1,0.0,351.0,1,4,0.25,53.0,1,10,0.4,18.0,1,1,1.0,23.0,1,6,0.5,9.0,1,5,dermatology,low_value,TERR_17,private_practice,0.5,False,In-Person-Heavy,0.143,3,Other
118,2026-01-03 17:00:00,digital_ad,1,0.0,351.0,1,4,0.25,53.0,1,10,0.4,18.0,1,1,1.0,23.0,1,6,0.5,9.0,1,5,dermatology,low_value,TERR_17,private_practice,0.5,False,In-Person-Heavy,0.1179,4,Other
119,2026-01-03 17:00:00,rep_visit,6,0.6666666666666666,39.0,1,2,0.5,114.0,1,0,0.0,,0,10,0.2,4.0,1,6,0.0,8.0,1,4,oncology,medium_value,TERR_10,cancer_center,2.3,False,Mixed,0.189,0,Primary
119,2026-01-03 17:00:00,webinar,6,0.6666666666666666,39.0,1,2,0.5,114.0,1,0,0.0,,0,10,0.2,4.0,1,6,0.0,8.0,1,4,oncology,medium_value,TERR_10,cancer_center,2.3,False,Mixed,0.1281,1,Secondary
119,2026-01-03 17:00:00,email,6,0.6666666666666666,39.0,1,2,0.5,114.0,1,0,0.0,,0,10,0.2,4.0,1,6,0.0,8.0,1,4,oncology,medium_value,TERR_10,cancer_center,2.3,False,Mixed,0.124,2,Supporting
119,2026-01-03 17:00:00,phone_call,6,0.6666666666666666,39.0,1,2,0.5,114.0,1,0,0.0,,0,10,0.2,4.0,1,6,0.0,8.0,1,4,oncology,medium_value,TERR_10,cancer_center,2.3,False,Mixed,0.1208,3,Other
119,2026-01-03 17:00:00,digital_ad,6,0.6666666666666666,39.0,1,2,0.5,114.0,1,0,0.0,,0,10,0.2,4.0,1,6,0.0,8.0,1,4,oncology,medium_value,TERR_10,cancer_center,2.3,False,Mixed,0.0936,4,Other
120,2026-01-03 17:00:00,rep_visit,10,0.2,25.0,1,2,0.0,275.0,1,6,0.8333333333333334,12.0,1,4,0.0,40.0,1,9,0.2222222222222222,46.0,1,5,primary_care,high_value,TERR_47,private_practice,0.5,False,Digital-Heavy,0.4836,0,Primary
120,2026-01-03 17:00:00,webinar,10,0.2,25.0,1,2,0.0,275.0,1,6,0.8333333333333334,12.0,1,4,0.0,40.0,1,9,0.2222222222222222,46.0,1,5,primary_care,high_value,TERR_47,private_practice,0.5,False,Digital-Heavy,0.2754,1,Secondary
120,2026-01-03 17:00:00,phone_call,10,0.2,25.0,1,2,0.0,275.0,1,6,0.8333333333333334,12.0,1,4,0.0,40.0,1,9,0.2222222222222222,46.0,1,5,primary_care,high_value,TERR_47,private_practice,0.5,False,Digital-Heavy,0.2408,2,Supporting
120,2026-01-03 17:00:00,email,10,0.2,25.0,1,2,0.0,275.0,1,6,0.8333333333333334,12.0,1,4,0.0,40.0,1,9,0.2222222222222222,46.0,1,5,primary_care,high_value,TERR_47,private_practice,0.5,False,Digital-Heavy,0.1873,3,Other
120,2026-01-03 17:00:00,digital_ad,10,0.2,25.0,1,2,0.0,275.0,1,6,0.8333333333333334,12.0,1,4,0.0,40.0,1,9,0.2222222222222222,46.0,1,5,primary_care,high_value,TERR_47,private_practice,0.5,False,Digital-Heavy,0.1023,4,Other
121,2026-01-03 17:00:00,rep_visit,6,0.3333333333333333,23.0,1,3,0.3333333333333333,130.0,1,2,0.0,88.0,1,7,0.14285714285714285,33.0,1,8,0.25,8.0,1,5,oncology,high_value,TERR_37,cancer_center,0.5,False,Digital-Heavy,0.1729,0,Primary
121,2026-01-03 17:00:00,phone_call,6,0.3333333333333333,23.0,1,3,0.3333333333333333,130.0,1,2,0.0,88.0,1,7,0.14285714285714285,33.0,1,8,0.25,8.0,1,5,oncology,high_value,TERR_37,cancer_center,0.5,False,Digital-Heavy,0.1451,1,Secondary
121,2026-01-03 17:00:00,webinar,6,0.3333333333333333,23.0,1,3,0.3333333333333333,130.0,1,2,0.0,88.0,1,7,0.14285714285714285,33.0,1,8,0.25,8.0,1,5,oncology,high_value,TERR_37,cancer_center,0.5,False,Digital-Heavy,0.139,2,Supporting
121,2026-01-03 17:00:00,email,6,0.3333333333333333,23.0,1,3,0.3333333333333333,130.0,1,2,0.0,88.0,1,7,0.14285714285714285,33.0,1,8,0.25,8.0,1,5,oncology,high_value,TERR_37,cancer_center,0.5,False,Digital-Heavy,0.1277,3,Other
121,2026-01-03 17:00:00,digital_ad,6,0.3333333333333333,23.0,1,3,0.3333333333333333,130.0,1,2,0.0,88.0,1,7,0.14285714285714285,33.0,1,8,0.25,8.0,1,5,oncology,high_value,TERR_37,cancer_center,0.5,False,Digital-Heavy,0.0722,4,Other
122,2026-01-03 17:00:00,rep_visit,4,0.25,10.0,1,4,0.0,240.0,1,1,0.0,37.0,1,7,0.0,23.0,1,4,0.0,95.0,1,5,endocrinology,medium_value,TERR_45,clinic,4.4,False,Mixed,0.3052,0,Primary
122,2026-01-03 17:00:00,webinar,4,0.25,10.0,1,4,0.0,240.0,1,1,0.0,37.0,1,7,0.0,23.0,1,4,0.0,95.0,1,5,endocrinology,medium_value,TERR_45,clinic,4.4,False,Mixed,0.2156,1,Secondary
122,2026-01-03 17:00:00,email,4,0.25,10.0,1,4,0.0,240.0,1,1,0.0,37.0,1,7,0.0,23.0,1,4,0.0,95.0,1,5,endocrinology,medium_value,TERR_45,clinic,4.4,False,Mixed,0.1894,2,Supporting
122,2026-01-03 17:00:00,phone_call,4,0.25,10.0,1,4,0.0,240.0,1,1,0.0,37.0,1,7,0.0,23.0,1,4,0.0,95.0,1,5,endocrinology,medium_value,TERR_45,clinic,4.4,False,Mixed,0.1765,3,Other
122,2026-01-03 17:00:00,digital_ad,4,0.25,10.0,1,4,0.0,240.0,1,1,0.0,37.0,1,7,0.0,23.0,1,4,0.0,95.0,1,5,endocrinology,medium_value,TERR_45,clinic,4.4,False,Mixed,0.1119,4,Other
123,2026-01-03 17:00:00,rep_visit,6,0.0,135.0,1,3,0.6666666666666666,225.0,1,6,0.8333333333333334,51.0,1,2,0.0,268.0,1,8,0.5,10.0,1,5,dermatology,high_value,TERR_48,hospital,3.3,False,Digital-Heavy,0.5528,0,Primary
123,2026-01-03 17:00:00,phone_call,6,0.0,135.0,1,3,0.6666666666666666,225.0,1,6,0.8333333333333334,51.0,1,2,0.0,268.0,1,8,0.5,10.0,1,5,dermatology,high_value,TERR_48,hospital,3.3,False,Digital-Heavy,0.3199,1,Secondary
123,2026-01-03 17:00:00,webinar,6,0.0,135.0,1,3,0.6666666666666666,225.0,1,6,0.8333333333333334,51.0,1,2,0.0,268.0,1,8,0.5,10.0,1,5,dermatology,high_value,TERR_48,hospital,3.3,False,Digital-Heavy,0.2607,2,Supporting
123,2026-01-03 17:00:00,email,6,0.0,135.0,1,3,0.6666666666666666,225.0,1,6,0.8333333333333334,51.0,1,2,0.0,268.0,1,8,0.5,10.0,1,5,dermatology,high_value,TERR_48,hospital,3.3,False,Digital-Heavy,0.1572,3,Other
123,2026-01-03 17:00:00,digital_ad,6,0.0,135.0,1,3,0.6666666666666666,225.0,1,6,0.8333333333333334,51.0,1,2,0.0,268.0,1,8,0.5,10.0,1,5,dermatology,high_value,TERR_48,hospital,3.3,False,Digital-Heavy,0.1002,4,Other
124,2026-01-03 17:00:00,rep_visit,0,0.0,,0,2,0.0,82.0,1,0,0.0,,0,2,0.0,291.0,1,7,0.5714285714285714,30.0,1,3,cardiology,medium_value,TERR_24,private_practice,0.5,False,In-Person-Heavy,0.5533,0,Primary
124,2026-01-03 17:00:00,phone_call,0,0.0,,0,2,0.0,82.0,1,0,0.0,,0,2,0.0,291.0,1,7,0.5714285714285714,30.0,1,3,cardiology,medium_value,TERR_24,private_practice,0.5,False,In-Person-Heavy,0.4512,1,Secondary
124,2026-01-03 17:00:00,webinar,0,0.0,,0,2,0.0,82.0,1,0,0.0,,0,2,0.0,291.0,1,7,0.5714285714285714,30.0,1,3,cardiology,medium_value,TERR_24,private_practice,0.5,False,In-Person-Heavy,0.3103,2,Supporting
124,2026-01-03 17:00:00,email,0,0.0,,0,2,0.0,82.0,1,0,0.0,,0,2,0.0,291.0,1,7,0.5714285714285714,30.0,1,3,cardiology,medium_value,TERR_24,private_practice,0.5,False,In-Person-Heavy,0.2669,3,Other
124,2026-01-03 17:00:00,digital_ad,0,0.0,,0,2,0.0,82.0,1,0,0.0,,0,2,0.0,291.0,1,7,0.5714285714285714,30.0,1,3,cardiology,medium_value,TERR_24,private_practice,0.5,False,In-Person-Heavy,0.146,4,Other
125,2026-01-03 17:00:00,rep_visit,3,0.0,57.0,1,5,0.0,54.0,1,13,0.6923076923076923,12.0,1,1,0.0,269.0,1,11,0.18181818181818182,24.0,1,5,cardiology,high_value,TERR_04,hospital,3.4,False,Mixed,0.6439,0,Primary
125,2026-01-03 17:00:00,phone_call,3,0.0,57.0,1,5,0.0,54.0,1,13,0.6923076923076923,12.0,1,1,0.0,269.0,1,11,0.18181818181818182,24.0,1,5,cardiology,high_value,TERR_04,hospital,3.4,False,Mixed,0.3582,1,Secondary
125,2026-01-03 17:00:00,webinar,3,0.0,57.0,1,5,0.0,54.0,1,13,0.6923076923076923,12.0,1,1,0.0,269.0,1,11,0.18181818181818182,24.0,1,5,cardiology,high_value,TERR_04,hospital,3.4,False,Mixed,0.2687,2,Supporting
125,2026-01-03 17:00:00,email,3,0.0,57.0,1,5,0.0,54.0,1,13,0.6923076923076923,12.0,1,1,0.0,269.0,1,11,0.18181818181818182,24.0,1,5,cardiology,high_value,TERR_04,hospital,3.4,False,Mixed,0.1558,3,Other
125,2026-01-03 17:00:00,digital_ad,3,0.0,57.0,1,5,0.0,54.0,1,13,0.6923076923076923,12.0,1,1,0.0,269.0,1,11,0.18181818181818182,24.0,1,5,cardiology,high_value,TERR_04,hospital,3.4,False,Mixed,0.0981,4,Other
126,2026-01-03 17:00:00,rep_visit,9,0.1111111111111111,73.0,1,5,0.6,149.0,1,3,0.0,123.0,1,2,0.0,79.0,1,7,0.2857142857142857,1.0,1,5,primary_care,high_value,TERR_02,private_practice,1.1,False,In-Person-Heavy,0.1709,0,Primary
126,2026-01-03 17:00:00,phone_call,9,0.1111111111111111,73.0,1,5,0.6,149.0,1,3,0.0,123.0,1,2,0.0,79.0,1,7,0.2857142857142857,1.0,1,5,primary_care,high_value,TERR_02,private_practice,1.1,False,In-Person-Heavy,0.1204,1,Secondary
126,2026-01-03 17:00:00,webinar,9,0.1111111111111111,73.0,1,5,0.6,149.0,1,3,0.0,123.0,1,2,0.0,79.0,1,7,0.2857142857142857,1.0,1,5,primary_care,high_value,TERR_02,private_practice,1.1,False,In-Person-Heavy,0.1172,2,Supporting
126,2026-01-03 17:00:00,email,9,0.1111111111111111,73.0,1,5,0.6,149.0,1,3,0.0,123.0,1,2,0.0,79.0,1,7,0.2857142857142857,1.0,1,5,primary_care,high_value,TERR_02,private_practice,1.1,False,In-Person-Heavy,0.1042,3,Other
126,2026-01-03 17:00:00,digital_ad,9,0.1111111111111111,73.0,1,5,0.6,149.0,1,3,0.0,123.0,1,2,0.0,79.0,1,7,0.2857142857142857,1.0,1,5,primary_care,high_value,TERR_02,private_practice,1.1,False,In-Person-Heavy,0.0745,4,Other
127,2026-01-03 17:00:00,rep_visit,6,0.6666666666666666,100.0,1,1,0.0,257.0,1,0,0.0,,0,6,0.0,57.0,1,2,0.5,24.0,1,4,cardiology,low_value,TERR_04,hospital,1.8,False,In-Person-Heavy,0.2774,0,Primary
127,2026-01-03 17:00:00,email,6,0.6666666666666666,100.0,1,1,0.0,257.0,1,0,0.0,,0,6,0.0,57.0,1,2,0.5,24.0,1,4,cardiology,low_value,TERR_04,hospital,1.8,False,In-Person-Heavy,0.2293,1,Secondary
127,2026-01-03 17:00:00,phone_call,6,0.6666666666666666,100.0,1,1,0.0,257.0,1,0,0.0,,0,6,0.0,57.0,1,2,0.5,24.0,1,4,cardiology,low_value,TERR_04,hospital,1.8,False,In-Person-Heavy,0.2241,2,Supporting
127,2026-01-03 17:00:00,webinar,6,0.6666666666666666,100.0,1,1,0.0,257.0,1,0,0.0,,0,6,0.0,57.0,1,2,0.5,24.0,1,4,cardiology,low_value,TERR_04,hospital,1.8,False,In-Person-Heavy,0.2196,3,Other
127,2026-01-03 17:00:00,digital_ad,6,0.6666666666666666,100.0,1,1,0.0,257.0,1,0,0.0,,0,6,0.0,57.0,1,2,0.5,24.0,1,4,cardiology,low_value,TERR_04,hospital,1.8,False,In-Person-Heavy,0.1255,4,Other
128,2026-01-03 17:00:00,rep_visit,13,0.07692307692307693,17.0,1,8,0.75,141.0,1,1,0.0,93.0,1,3,0.0,75.0,1,3,0.3333333333333333,22.0,1,5,endocrinology,low_value,TERR_47,clinic,3.7,False,Digital-Heavy,0.3306,0,Primary
128,2026-01-03 17:00:00,webinar,13,0.07692307692307693,17.0,1,8,0.75,141.0,1,1,0.0,93.0,1,3,0.0,75.0,1,3,0.3333333333333333,22.0,1,5,endocrinology,low_value,TERR_47,clinic,3.7,False,Digital-Heavy,0.3208,1,Secondary
128,2026-01-03 17:00:00,phone_call,13,0.07692307692307693,17.0,1,8,0.75,141.0,1,1,0.0,93.0,1,3,0.0,75.0,1,3,0.3333333333333333,22.0,1,5,endocrinology,low_value,TERR_47,clinic,3.7,False,Digital-Heavy,0.3117,2,Supporting
128,2026-01-03 17:00:00,email,13,0.07692307692307693,17.0,1,8,0.75,141.0,1,1,0.0,93.0,1,3,0.0,75.0,1,3,0.3333333333333333,22.0,1,5,endocrinology,low_value,TERR_47,clinic,3.7,False,Digital-Heavy,0.2142,3,Other
128,2026-01-03 17:00:00,digital_ad,13,0.07692307692307693,17.0,1,8,0.75,141.0,1,1,0.0,93.0,1,3,0.0,75.0,1,3,0.3333333333333333,22.0,1,5,endocrinology,low_value,TERR_47,clinic,3.7,False,Digital-Heavy,0.1207,4,Other
129,2026-01-03 17:00:00,rep_visit,3,0.6666666666666666,127.0,1,2,0.0,25.0,1,13,0.5384615384615384,60.0,1,0,0.0,,0,9,0.3333333333333333,9.0,1,4,oncology,high_value,TERR_13,cancer_center,6.0,False,Digital-Heavy,0.6243,0,Primary
129,2026-01-03 17:00:00,phone_call,3,0.6666666666666666,127.0,1,2,0.0,25.0,1,13,0.5384615384615384,60.0,1,0,0.0,,0,9,0.3333333333333333,9.0,1,4,oncology,high_value,TERR_13,cancer_center,6.0,False,Digital-Heavy,0.3234,1,Secondary
129,2026-01-03 17:00:00,webinar,3,0.6666666666666666,127.0,1,2,0.0,25.0,1,13,0.5384615384615384,60.0,1,0,0.0,,0,9,0.3333333333333333,9.0,1,4,oncology,high_value,TERR_13,cancer_center,6.0,False,Digital-Heavy,0.2831,2,Supporting
129,2026-01-03 17:00:00,email,3,0.6666666666666666,127.0,1,2,0.0,25.0,1,13,0.5384615384615384,60.0,1,0,0.0,,0,9,0.3333333333333333,9.0,1,4,oncology,high_value,TERR_13,cancer_center,6.0,False,Digital-Heavy,0.2573,3,Other
129,2026-01-03 17:00:00,digital_ad,3,0.6666666666666666,127.0,1,2,0.0,25.0,1,13,0.5384615384615384,60.0,1,0,0.0,,0,9,0.3333333333333333,9.0,1,4,oncology,high_value,TERR_13,cancer_center,6.0,False,Digital-Heavy,0.132,4,Other
130,2026-01-03 17:00:00,rep_visit,7,0.2857142857142857,57.0,1,6,0.5,12.0,1,3,0.3333333333333333,192.0,1,5,0.0,2.0,1,5,0.4,23.0,1,5,cardiology,medium_value,TERR_10,private_practice,2.8,False,Mixed,0.296,0,Primary
130,2026-01-03 17:00:00,webinar,7,0.2857142857142857,57.0,1,6,0.5,12.0,1,3,0.3333333333333333,192.0,1,5,0.0,2.0,1,5,0.4,23.0,1,5,cardiology,medium_value,TERR_10,private_practice,2.8,False,Mixed,0.1665,1,Secondary
130,2026-01-03 17:00:00,phone_call,7,0.2857142857142857,57.0,1,6,0.5,12.0,1,3,0.3333333333333333,192.0,1,5,0.0,2.0,1,5,0.4,23.0,1,5,cardiology,medium_value,TERR_10,private_practice,2.8,False,Mixed,0.1467,2,Supporting
130,2026-01-03 17:00:00,email,7,0.2857142857142857,57.0,1,6,0.5,12.0,1,3,0.3333333333333333,192.0,1,5,0.0,2.0,1,5,0.4,23.0,1,5,cardiology,medium_value,TERR_10,private_practice,2.8,False,Mixed,0.1449,3,Other
130,2026-01-03 17:00:00,digital_ad,7,0.2857142857142857,57.0,1,6,0.5,12.0,1,3,0.3333333333333333,192.0,1,5,0.0,2.0,1,5,0.4,23.0,1,5,cardiology,medium_value,TERR_10,private_practice,2.8,False,Mixed,0.0951,4,Other
131,2026-01-03 17:00:00,rep_visit,0,0.0,,0,1,1.0,145.0,1,4,0.25,75.0,1,6,0.16666666666666666,85.0,1,0,0.0,,0,3,oncology,low_value,TERR_37,private_practice,1.9,True,In-Person-Heavy,0.4626,0,Primary
131,2026-01-03 17:00:00,webinar,0,0.0,,0,1,1.0,145.0,1,4,0.25,75.0,1,6,0.16666666666666666,85.0,1,0,0.0,,0,3,oncology,low_value,TERR_37,private_practice,1.9,True,In-Person-Heavy,0.3535,1,Secondary
131,2026-01-03 17:00:00,phone_call,0,0.0,,0,1,1.0,145.0,1,4,0.25,75.0,1,6,0.16666666666666666,85.0,1,0,0.0,,0,3,oncology,low_value,TERR_37,private_practice,1.9,True,In-Person-Heavy,0.3486,2,Supporting
131,2026-01-03 17:00:00,email,0,0.0,,0,1,1.0,145.0,1,4,0.25,75.0,1,6,0.16666666666666666,85.0,1,0,0.0,,0,3,oncology,low_value,TERR_37,private_practice,1.9,True,In-Person-Heavy,0.2434,3,Other
131,2026-01-03 17:00:00,digital_ad,0,0.0,,0,1,1.0,145.0,1,4,0.25,75.0,1,6,0.16666666666666666,85.0,1,0,0.0,,0,3,oncology,low_value,TERR_37,private_practice,1.9,True,In-Person-Heavy,0.1631,4,Other
132,2026-01-03 17:00:00,rep_visit,1,0.0,178.0,1,1,1.0,350.0,1,15,0.7333333333333333,54.0,1,3,0.0,17.0,1,6,0.5,43.0,1,5,primary_care,high_value,TERR_38,private_practice,3.9,False,In-Person-Heavy,0.7387,0,Primary
132,2026-01-03 17:00:00,phone_call,1,0.0,178.0,1,1,1.0,350.0,1,15,0.7333333333333333,54.0,1,3,0.0,17.0,1,6,0.5,43.0,1,5,primary_care,high_value,TERR_38,private_practice,3.9,False,In-Person-Heavy,0.4407,1,Secondary
132,2026-01-03 17:00:00,webinar,1,0.0,178.0,1,1,1.0,350.0,1,15,0.7333333333333333,54.0,1,3,0.0,17.0,1,6,0.5,43.0,1,5,primary_care,high_value,TERR_38,private_practice,3.9,False,In-Person-Heavy,0.4357,2,Supporting
132,2026-01-03 17:00:00,email,1,0.0,178.0,1,1,1.0,350.0,1,15,0.7333333333333333,54.0,1,3,0.0,17.0,1,6,0.5,43.0,1,5,primary_care,high_value,TERR_38,private_practice,3.9,False,In-Person-Heavy,0.2555,3,Other
132,2026-01-03 17:00:00,digital_ad,1,0.0,178.0,1,1,1.0,350.0,1,15,0.7333333333333333,54.0,1,3,0.0,17.0,1,6,0.5,43.0,1,5,primary_care,high_value,TERR_38,private_practice,3.9,False,In-Person-Heavy,0.1546,4,Other
133,2026-01-03 17:00:00,rep_visit,0,0.0,,0,5,0.0,66.0,1,2,1.0,239.0,1,1,0.0,271.0,1,0,0.0,,0,3,primary_care,low_value,TERR_11,clinic,1.7,True,Digital-Heavy,0.531,0,Primary
133,2026-01-03 17:00:00,phone_call,0,0.0,,0,5,0.0,66.0,1,2,1.0,239.0,1,1,0.0,271.0,1,0,0.0,,0,3,primary_care,low_value,TERR_11,clinic,1.7,True,Digital-Heavy,0.247,1,Secondary
133,2026-01-03 17:00:00,email,0,0.0,,0,5,0.0,66.0,1,2,1.0,239.0,1,1,0.0,271.0,1,0,0.0,,0,3,primary_care,low_value,TERR_11,clinic,1.7,True,Digital-Heavy,0.1941,2,Supporting
133,2026-01-03 17:00:00,webinar,0,0.0,,0,5,0.0,66.0,1,2,1.0,239.0,1,1,0.0,271.0,1,0,0.0,,0,3,primary_care,low_value,TERR_11,clinic,1.7,True,Digital-Heavy,0.1922,3,Other
133,2026-01-03 17:00:00,digital_ad,0,0.0,,0,5,0.0,66.0,1,2,1.0,239.0,1,1,0.0,271.0,1,0,0.0,,0,3,primary_care,low_value,TERR_11,clinic,1.7,True,Digital-Heavy,0.1547,4,Other
134,2026-01-03 17:00:00,rep_visit,5,0.2,11.0,1,3,0.6666666666666666,44.0,1,5,0.6,38.0,1,5,0.0,1.0,1,9,0.6666666666666666,75.0,1,5,oncology,medium_value,TERR_40,hospital,4.2,False,Digital-Heavy,0.3203,0,Primary
134,2026-01-03 17:00:00,webinar,5,0.2,11.0,1,3,0.6666666666666666,44.0,1,5,0.6,38.0,1,5,0.0,1.0,1,9,0.6666666666666666,75.0,1,5,oncology,medium_value,TERR_40,hospital,4.2,False,Digital-Heavy,0.1604,1,Secondary
134,2026-01-03 17:00:00,phone_call,5,0.2,11.0,1,3,0.6666666666666666,44.0,1,5,0.6,38.0,1,5,0.0,1.0,1,9,0.6666666666666666,75.0,1,5,oncology,medium_value,TERR_40,hospital,4.2,False,Digital-Heavy,0.1581,2,Supporting
134,2026-01-03 17:00:00,email,5,0.2,11.0,1,3,0.6666666666666666,44.0,1,5,0.6,38.0,1,5,0.0,1.0,1,9,0.6666666666666666,75.0,1,5,oncology,medium_value,TERR_40,hospital,4.2,False,Digital-Heavy,0.1063,3,Other
134,2026-01-03 17:00:00,digital_ad,5,0.2,11.0,1,3,0.6666666666666666,44.0,1,5,0.6,38.0,1,5,0.0,1.0,1,9,0.6666666666666666,75.0,1,5,oncology,medium_value,TERR_40,hospital,4.2,False,Digital-Heavy,0.0727,4,Other
135,2026-01-03 17:00:00,rep_visit,4,0.0,9.0,1,6,0.0,2.0,1,2,0.0,15.0,1,4,0.0,29.0,1,4,0.25,128.0,1,5,endocrinology,high_value,TERR_30,hospital,3.3,False,Mixed,0.251,0,Primary
135,2026-01-03 17:00:00,webinar,4,0.0,9.0,1,6,0.0,2.0,1,2,0.0,15.0,1,4,0.0,29.0,1,4,0.25,128.0,1,5,endocrinology,high_value,TERR_30,hospital,3.3,False,Mixed,0.1443,1,Secondary
135,2026-01-03 17:00:00,email,4,0.0,9.0,1,6,0.0,2.0,1,2,0.0,15.0,1,4,0.0,29.0,1,4,0.25,128.0,1,5,endocrinology,high_value,TERR_30,hospital,3.3,False,Mixed,0.1273,2,Supporting
135,2026-01-03 17:00:00,phone_call,4,0.0,9.0,1,6,0.0,2.0,1,2,0.0,15.0,1,4,0.0,29.0,1,4,0.25,128.0,1,5,endocrinology,high_value,TERR_30,hospital,3.3,False,Mixed,0.1231,3,Other
